2023-07-10 08:41, success, 0.401247
2023-07-10 08:53, success, 0.393452
2023-07-10 09:26, success, 0.405310
2023-07-10 09:35, success, 0.515118
2023-07-10 09:43, success, 0.395034
2023-07-10 09:53, success, 0.381379
2023-07-10 10:35, success, 0.410289
2023-07-10 10:43, success, 0.487147
2023-07-10 10:52, success, 0.479558
2023-07-10 11:20, success, 0.466852
2023-07-10 11:27, success, 0.286935
2023-07-10 11:36, success, 0.515667
2023-07-10 11:44, success, 0.494521
2023-07-10 11:52, success, 0.437080
2023-07-10 13:05, success, 0.508985
2023-07-10 13:36, success, 0.511631
2023-07-10 13:44, success, 0.544780
2023-07-10 13:52, success, 0.482485
2023-07-10 14:31, success, 0.510581
2023-07-10 15:28, success, 0.417128
2023-07-10 15:41, success, 0.494328
2023-07-10 16:45, success, 0.468964
2023-07-10 17:29, success, 0.440792
2023-07-10 17:42, success, 0.572750
2023-07-10 18:34, success, 0.367549
2023-07-10 19:18, success, 0.506131
2023-07-10 19:37, success, 0.397303
2023-07-10 20:27, success, 0.402918
2023-07-10 20:40, success, 0.395104
2023-07-10 21:23, success, 0.501515
2023-07-10 21:38, success, 0.449524
2023-07-10 22:31, success, 0.506978
2023-07-10 23:25, success, 0.436302
2023-07-10 23:38, success, 0.491142
2023-07-11 02:55, success, 0.572690
